From,To,Distance
"Santa Cruz De Tenerife, Canary Islands","Sines, Portugal",727
"Santa Cruz De Tenerife, Canary Islands","St. John’S, Canada",2053
"Santa Cruz De Tenerife, Canary Islands",Strait Of Gibraltar,697
"Santa Cruz De Tenerife, Canary Islands","Straits Of Florida, United States",3614
"Santa Cruz De Tenerife, Canary Islands","Takoradi, Ghana",2119
"Santa Cruz De Tenerife, Canary Islands","Vigo, Spain",909
"Santa Cruz Del Sur, Cuba","Guantanamo, Cuba",222
"Santa Cruz Del Sur, Cuba","La Habana, Cuba",542
"Santa Cruz Del Sur, Cuba","Montego Bay, Jamaica",134
"Santa Cruz Del Sur, Cuba","Panama, Panama",731
"Santa Cruz Del Sur, Cuba",Yucatan Channel,416
"Santa Isabel, Bioko, Equatorial Guinea","Apapa, Nigeria",375
"Santa Lucia, Cuba","Kingston, Jamaica",651
"Santa Lucia, Cuba","Nuevitas, Cuba",447
"Santa Lucia, Cuba","San Juan, Puerto Rico",1079
"Santa Lucia, Cuba","Straits Of Florida, United States",120
"Santa Lucia, Cuba",Yucatan Channel,99
"Santa Maria, Cuba","Barranquilla, Colombia",753
"Santa Maria, Cuba","Cienfuegos, Cuba",149
"Santa Maria, Cuba","Panama, Panama",814
"Santa Maria, Cuba","Philadelphia, Pennsylvania, United States",1755
"Santa Maria, Cuba","Santiago De Cuba, Cuba",300
"Santa Maria, Cuba","Santo Domingo, Dominican Republic",504
"Santa Maria, Cuba","Savannah, Georgia, United States",1372
"Santa Maria, Cuba","Veracruz, Mexico",1537
"Santa Maria, Cuba",Yucatan Channel,381
"Santa Marta, Colombia","Baltimore, Maryland, United States",1710
"Santa Marta, Colombia","Boston, Massachusetts, United States",1966
"Santa Marta, Colombia","Charleston, South Carolina, United States",1373
"Santa Marta, Colombia","Colon, Panama",365
"Santa Marta, Colombia","Galveston, Texas, United States",1588
"Santa Marta, Colombia","New York, New York, United States",1783
"Santa Marta, Colombia","Norfolk, Virginia, United States",1588
"Santa Marta, Colombia","Philadelphia, Pennsylvania, United States",1755
"Santa Marta, Colombia","Santo Domingo, Dominican Republic",504
"Santa Marta, Colombia","Savannah, Georgia, United States",1372
"Santa Marta, Colombia","Veracruz, Mexico",1537
"Santa Marta, Colombia",Yucatan Channel,892
"Santa Rosalia, Mexico","Acapulco, Mexico",976
"Santa Rosalia, Mexico","Los Angeles, California, United States",1192
"Santa Rosalia, Mexico","Panama, Panama",2390
"Santan Terminal, Indonesia","Davao, Philippines",741
"Santan Terminal, Indonesia",Hong Kong,1502
"Santan Terminal, Indonesia","Honolulu, Hawaii, United States",5112
"Santan Terminal, Indonesia","Honshu, Japan",2543
"Santan Terminal, Indonesia","Makasar, Celebes",422
"Santan Terminal, Indonesia","Manila, Philippines",952
"Santan Terminal, Indonesia","Selat Lombok, Indonesia",586
"Santan Terminal, Indonesia","Selat Sunda, Indonesia",1008
"Santan Terminal, Indonesia","Selat Wetar, Indonesia",914
"Santan Terminal, Indonesia",Singapore,1387
"Santan Terminal, Indonesia","Sorong, New Guinea",953
"Santana, Brazil","Bishop Rock, England",3782
"Santana, Brazil","Bordeaux, France",3874
"Santana, Brazil","Buenos Aires, Argentina",3534
"Santana, Brazil","Cape Of Good Hope, South Africa",4546
"Santana, Brazil","Dakar, Senegal",2039
"Santana, Brazil","Fastnet Rock, Ireland",3754
"Santana, Brazil",Grand Banks South,2595
"Santana, Brazil","Halifax, Canada",2831
"Santana, Brazil","Ile D’Ouessant, France",3776
"Santana, Brazil","Inishtrahull, Ireland",3980
"Santana, Brazil","Kingston, Jamaica",2091
"Santana, Brazil","Lisboa, Portugal",2527
"Santana, Brazil","Montreal, Canada",3648
"Santana, Brazil","Natal, Brazil",1220
"Santana, Brazil","New York, New York, United States",2924
"Santana, Brazil","Panama, Panama",2253
"Santana, Brazil","Pentland Firth, Scotland",4228
"Santana, Brazil","Punta Arenas, Chile",4545
"Santana, Brazil",Strait Of Gibraltar,3226
"Santana, Brazil","Straits Of Florida, United States",2710
"Santana, Brazil",Yucatan Channel,2722
"Santander, Spain","Barranquilla, Colombia",753
"Santander, Spain","Cadiz, Spain",789
"Santander, Spain","Cienfuegos, Cuba",149
"Santander, Spain","Corunna, Spain",224
"Santander, Spain","Horta, Fayal, Azores",1090
"Santander, Spain","Ile D’Ouessant, France",323
"Santander, Spain","La Pallice, France",201
"Santander, Spain","Philadelphia, Pennsylvania, United States",3272
"Santander, Spain","Santiago De Cuba, Cuba",300
"Santiago De Cuba, Cuba","Amuay, Venezuela",600
"Santiago De Cuba, Cuba","Baltimore, Maryland, United States",1289
"Santiago De Cuba, Cuba","Barcelona, Venezuela",936
"Santiago De Cuba, Cuba","Barranquilla, Colombia",549
"Santiago De Cuba, Cuba","Boston, Massachusetts, United States",1545
"Santiago De Cuba, Cuba","Brunswick, Georgia, United States",926
"Santiago De Cuba, Cuba","Casilda, Cuba",288
"Santiago De Cuba, Cuba","Charleston, South Carolina, United States",952
"Santiago De Cuba, Cuba","Cienfuegos, Cuba",334
"Santiago De Cuba, Cuba","Colon, Panama",683
"Santiago De Cuba, Cuba","Fort De France, Martinique",951
"Santiago De Cuba, Cuba","Guanica, Puerto Rico",572
"Santiago De Cuba, Cuba","Halifax, Canada",1683
"Santiago De Cuba, Cuba","Hamilton, Bermuda",1031
"Santiago De Cuba, Cuba","Jacksonville, Florida, United States",904
"Santiago De Cuba, Cuba","Key West, Florida, United States",637
"Santiago De Cuba, Cuba","Kingston, Jamaica",176
"Santiago De Cuba, Cuba","La Habana, Cuba",650
"Santiago De Cuba, Cuba","Manzanillo, Cuba",168
"Santiago De Cuba, Cuba","Miami, Florida, United States",630
"Santiago De Cuba, Cuba","Montego Bay, Jamaica",154
"Santiago De Cuba, Cuba","Nassau, Bahamas",566
"Santiago De Cuba, Cuba","Nassau, Bahamas",566
"Santiago De Cuba, Cuba","New York, New York, United States",1362
"Santiago De Cuba, Cuba","Norfolk, Virginia, United States",1167
"Santiago De Cuba, Cuba","Panama, Panama",726
"Santiago De Cuba, Cuba","Philadelphia, Pennsylvania, United States",1334
"Santiago De Cuba, Cuba","Ponce, Puerto Rico",587
"Santiago De Cuba, Cuba","Port Arthur, Texas, United States",1231
"Santiago De Cuba, Cuba","Puerto Barrios, Guatemala",792
"Santiago De Cuba, Cuba","Puerto Plata, Dominican Republic",311
"Santiago De Cuba, Cuba","San Juan, Puerto Rico",584
"Santiago De Cuba, Cuba","Santa Maria, Cuba",300
"Santiago De Cuba, Cuba","Santander, Spain",300
"Santiago De Cuba, Cuba","Santo Domingo, Dominican Republic",429
"Santiago De Cuba, Cuba","Savannah, Georgia, United States",951
"Santiago De Cuba, Cuba","Savannah, Georgia, United States",951
"Santiago De Cuba, Cuba","Straits Of Florida, United States",676
"Santiago De Cuba, Cuba","Surgidero De Batabano, Cuba",580
"Santiago De Cuba, Cuba","Willemstad, Curacao",627
"Santiago De Cuba, Cuba","Wilmington, North Carolina, United States",1003
"Santiago De Cuba, Cuba",Yucatan Channel,548
"Santo Domingo, Dominican Republic","Baltimore, Maryland, United States",1451
"Santo Domingo, Dominican Republic","Barranquilla, Colombia",538
"Santo Domingo, Dominican Republic","Belem, Brazil",1866
"Santo Domingo, Dominican Republic","Belize, Belize",1088
"Santo Domingo, Dominican Republic","Bishop Rock, England",3585
"Santo Domingo, Dominican Republic","Boston, Massachusetts, United States",1599
"Santo Domingo, Dominican Republic","Brunswick, Georgia, United States",1179
"Santo Domingo, Dominican Republic","Buenos Aires, Argentina",4929
"Santo Domingo, Dominican Republic","Campeche, Mexico",1364
"Santo Domingo, Dominican Republic","Canso Canal, Canada",1855
"Santo Domingo, Dominican Republic","Cap-Haitien, Haiti",392
"Santo Domingo, Dominican Republic","Cape Town, South Africa",5948
"Santo Domingo, Dominican Republic","Cardenas, Cuba",887
"Santo Domingo, Dominican Republic","Carmen, Mexico",1437
"Santo Domingo, Dominican Republic","Cartagena, Colombia",610
"Santo Domingo, Dominican Republic","Charleston, South Carolina, United States",1190
"Santo Domingo, Dominican Republic","Charlotte Amalie, St. Thomas, Virgin Islands",300
"Santo Domingo, Dominican Republic","Charlotte Amalie, Virgin Islands",300
"Santo Domingo, Dominican Republic","Cienfuegos, Cuba",716
"Santo Domingo, Dominican Republic","Colon, Panama",802
"Santo Domingo, Dominican Republic","Dakar, Senegal",3036
"Santo Domingo, Dominican Republic","Fastnet Rock, Ireland",3491
"Santo Domingo, Dominican Republic","Guantanamo, Cuba",397
"Santo Domingo, Dominican Republic","Halifax, Canada",1709
"Santo Domingo, Dominican Republic","Hamilton, Bermuda",992
"Santo Domingo, Dominican Republic","Inishtrahull, Ireland",3641
"Santo Domingo, Dominican Republic","Jacksonville, Florida, United States",1166
"Santo Domingo, Dominican Republic","Key West, Florida, United States",936
"Santo Domingo, Dominican Republic","Kingston, Jamaica",430
"Santo Domingo, Dominican Republic","La Guaira, Venezuela",502
"Santo Domingo, Dominican Republic","La Habana, Cuba",946
"Santo Domingo, Dominican Republic","Manzanillo, Cuba",558
"Santo Domingo, Dominican Republic","Maracaibo, Venezuela",496
"Santo Domingo, Dominican Republic","Matanzas, Cuba",901
"Santo Domingo, Dominican Republic","Miami, Florida, United States",930
"Santo Domingo, Dominican Republic","Miami, Florida, United States",930
"Santo Domingo, Dominican Republic","Miragoane, Haiti",407
"Santo Domingo, Dominican Republic","Montreal, Canada",2579
"Santo Domingo, Dominican Republic","Nassau, Bahamas",851
"Santo Domingo, Dominican Republic","Nassau, Bahamas",851
"Santo Domingo, Dominican Republic","New York, New York, United States",1489
"Santo Domingo, Dominican Republic","Norfolk, Virginia, United States",1329
"Santo Domingo, Dominican Republic","Nuevitas, Cuba",632
"Santo Domingo, Dominican Republic","Panama, Panama",846
"Santo Domingo, Dominican Republic","Pentland Firth, Scotland",3820
"Santo Domingo, Dominican Republic","Philadelphia, Pennsylvania, United States",1480
"Santo Domingo, Dominican Republic","Pointe A Pitre, Guadeloupe",520
"Santo Domingo, Dominican Republic","Ponce, Puerto Rico",196
"Santo Domingo, Dominican Republic","Ponta Delgada, Azores",2620
"Santo Domingo, Dominican Republic","Port Au Prince, Haiti",453
"Santo Domingo, Dominican Republic","Port Castries, St. Lucia",578
"Santo Domingo, Dominican Republic","Port Of Spain, Trinidad",681
"Santo Domingo, Dominican Republic","Puerto Cabello, Venezuela",492
"Santo Domingo, Dominican Republic","Puerto Plata, Dominican Republic",295
"Santo Domingo, Dominican Republic","Rio De Janeiro, Brazil",3829
"Santo Domingo, Dominican Republic","Romana, Dominican Republic",61
"Santo Domingo, Dominican Republic","San Juan Del Norte, Nicaragua",924
"Santo Domingo, Dominican Republic","San Juan, Puerto Rico",232
"Santo Domingo, Dominican Republic","Santa Maria, Cuba",504
"Santo Domingo, Dominican Republic","Santa Marta, Colombia",504
"Santo Domingo, Dominican Republic","Santiago De Cuba, Cuba",429
"Santo Domingo, Dominican Republic","Savannah, Georgia, United States",1204
"Santo Domingo, Dominican Republic","St. John, Canada",1733
"Santo Domingo, Dominican Republic",Strait Of Gibraltar,3549
"Santo Domingo, Dominican Republic","Straits Of Florida, United States",1036
"Santo Domingo, Dominican Republic","Sydney, Canada",1867
"Santo Domingo, Dominican Republic","Tuxpan, Mexico",1624
"Santo Domingo, Dominican Republic","Veracruz, Mexico",1596
"Santo Domingo, Dominican Republic","Willemstad, Curacao",397
"Santo Domingo, Dominican Republic","Wilmington, North Carolina, United States",1210
"Santo Domingo, Dominican Republic",Yucatan Channel,929
"Santos, Brazil","Bahia Blanca, Argentina",1292
"Santos, Brazil","Baltimore, Maryland, United States",5031
"Santos, Brazil","Boston, Massachusetts, United States",4928
"Santos, Brazil","Buenos Aires, Argentina",1006
"Santos, Brazil","Cape Town, South Africa",3409
"Santos, Brazil","Charleston, South Carolina, United States",4908
"Santos, Brazil","Colon, Panama",4476
"Santos, Brazil",Fernando De Noronha,1560
"Santos, Brazil","Fernando De Noronha, Brazil",1560
"Santos, Brazil","Guiria, Venezuela",3467
"Santos, Brazil","Ile D’Ouessant, France",5002
"Santos, Brazil","Maldogado, Uruguay",1172
"Santos, Brazil","Mar Del Plata, Argentina",1363
"Santos, Brazil","Montevideo, Uruguay",893
"Santos, Brazil","Montreal, Canada",5544
"Santos, Brazil","New York, New York, United States",4957
"Santos, Brazil","Norfolk, Virginia, United States",4910
"Santos, Brazil","Panama, Panama",4609
"Santos, Brazil","Paranagua, Brazil",163
"Santos, Brazil","Philadelphia, Pennsylvania, United States",5004
"Santos, Brazil","Portland, Maine, United States",4959
"Santos, Brazil","Porto Alegre, Brazil",758
"Santos, Brazil","Quequen, Argentina",1437
"Santos, Brazil","Rio Grande, Brazil",586
"Santos, Brazil","Savannah, Georgia, United States",4940
"Santos, Brazil",Strait Of Gibraltar,4378
"Santos, Brazil","Straits Of Florida, United States",4799
"Santos, Brazil","Tramandai, Brazil",421
"Sanya Gang, China","Haiphong, Vietnam",253
"Sanya Gang, China","Ho Chi Minh, Vietnam",624
"Sanya Gang, China",Hong Kong,391
"Sanya Gang, China","Kao-Hsiung Kang, Taiwan",682
"Sanya Gang, China","Manila, Philippines",714
"Sao Francisco Do Sul, Brazil","Bishop Rock, England",5210
"Sao Francisco Do Sul, Brazil","Buenos Aires, Argentina",950
"Sao Francisco Do Sul, Brazil","Cape Of Good Hope, South Africa",3445
"Sao Francisco Do Sul, Brazil","Cape Town, South Africa",6671
"Sao Francisco Do Sul, Brazil","Charleston, South Carolina, United States",5103
"Sao Francisco Do Sul, Brazil","Colon, Panama",4671
"Sao Francisco Do Sul, Brazil","Fastnet Rock, Ireland",5236
"Sao Francisco Do Sul, Brazil",Grand Banks South,4613
"Sao Francisco Do Sul, Brazil","Ile D’Ouessant, France",5177
"Sao Francisco Do Sul, Brazil","Inishtrahull, Ireland",5514
"Sao Francisco Do Sul, Brazil","Maldonado, Uruguay",709
"Sao Francisco Do Sul, Brazil","Monrovia, Liberia",3096
"Sao Francisco Do Sul, Brazil","New York, New York, United States",5205
"Sao Francisco Do Sul, Brazil","Panama, Panama",4681
"Sao Francisco Do Sul, Brazil","Pentland Firth, Scotland",5799
"Sao Francisco Do Sul, Brazil","Punta Arenas, Chile",1984
"Sao Francisco Do Sul, Brazil","Rio Grande, Brazil",483
"Sao Francisco Do Sul, Brazil",Strait Of Gibraltar,4559
"Sao Francisco Do Sul, Brazil","Straits Of Florida, United States",5066
"Sao Francisco Do Sul, Brazil",Yucatan Channel,5073
"Sao Luiz, Brazil","Baltimore, Maryland, United States",3117
"Sao Luiz, Brazil","Belem, Brazil",372
"Sao Sebastiao, Brazil","Abidjan, Ivory Coast",3015
"Sao Sebastiao, Brazil","Bahia Blanca, Argentina",1371
"Sao Sebastiao, Brazil","Bishop Rock, England",5027
"Sao Sebastiao, Brazil","Cape Of Good Hope, South Africa",3349
"Sao Sebastiao, Brazil","Cape Town, South Africa",3355
"Sao Sebastiao, Brazil","Colon, Panama",4590
"Sao Sebastiao, Brazil","Dakar, Senegal",7380
"Sao Sebastiao, Brazil","Fastnet Rock, Ireland",5051
"Sao Sebastiao, Brazil",Grand Banks South,4441
"Sao Sebastiao, Brazil","Ile D’Ouessant, France",4994
"Sao Sebastiao, Brazil","Inishtrahull, Ireland",5326
"Sao Sebastiao, Brazil","Maldonado, Uruguay",5269
"Sao Sebastiao, Brazil","New York, New York, United States",5044
"Sao Sebastiao, Brazil","Panama, Panama",4582
"Sao Sebastiao, Brazil","Pentland Firth, Scotland",5597
"Sao Sebastiao, Brazil","Punta Arenas, Chile",2112
"Sao Sebastiao, Brazil","Recife, Brazil",1250
"Sao Sebastiao, Brazil","San Julian, Argentina",1861
"Sao Sebastiao, Brazil",Strait Of Gibraltar,4371
